player_id,firstname,lastname,position,height,weight,byear,rookie
609569,James Michael,McAdoo,Power Forward,81,230,1993,2014
264017,Joey,Dorsey,Forward-Center,80,268,1983,2008
659780,Kostas,Papanikolaou,Forward,80,225,1990,2014
830647,Clint,Capela,Power Forward,82,245,1994,2014
604734,K.J.,McDaniels,Small Forward,78,200,1993,2014
602418,Nick,Johnson,Shooting Guard,75,200,1992,2014
833017,Damjan,Rudez,Guard-Forward,82,230,1986,2014
508237,Shayne,Whittington,Center,83,250,1991,2014
55160,Dahntay,Jones,Guard-Forward,78,225,1980,2003
411378,Lester,Hudson,Guard,75,190,1984,2009
509350,C.J.,Wilcox,Shooting Guard,77,195,1990,2014
786412,Julius,Randle,Power Forward,81,250,1994,2014
551975,Jordan,Clarkson,Point Guard,77,185,1992,2014
551761,Tarik,Black,Forward-Center,83,250,1991,2014
605885,Jabari,Brown,Shooting Guard,77,215,1992,2014
263902,Tyrus,Thomas,Power Forward,82,225,1986,2006
401097,Kalin,Lucas,Point Guard,73,195,1989,2014
460833,JaMychal,Green,Power Forward,80,240,1990,2014
697719,Jordan,Adams,Shooting Guard,77,209,1994,2014
639269,Jarnell,Stokes,Power Forward,81,263,1994,2014
553160,Russ,Smith,Point Guard,72,165,1991,2014
230001,Shannon,Brown,Shooting Guard,75,215,1985,2006
351927,Henry,Walker,Guard-Forward,78,235,1987,2008
513234,Hassan,Whiteside,Center,84,235,1989,2010
602135,James,Ennis,Guard-Forward,79,210,1990,2014
552982,Shabazz,Napier,Point Guard,73,175,1991,2014
571786,Tyler,Johnson,Shooting Guard,75,190,1993,2014
561879,Zoran,Dragic,Shooting Guard,77,200,1989,2014
457350,Jorge,Gutierrez,Point Guard,75,195,1988,2013
756880,Jabari,Parker,Forward,80,240,1995,2014
786387,Tyler,Ennis,Point Guard,72,175,1994,2014
830649,Damien,Inglis,Small Forward,80,225,1995,2014
603100,Johnny,O'Bryant,Power Forward,81,265,1993,2014
458718,Justin,Hamilton,Forward-Center,84,255,1990,2013
794503,Andrew,Wiggins,Guard-Forward,80,200,1995,2014
743777,Zach,LaVine,Point Guard,77,183,1995,2014
553607,Adreian,Payne,Power Forward,82,240,1991,2014
511055,Sean,Kilpatrick,Shooting Guard,76,210,1990,2014
462071,Luke,Babbitt,Small Forward,81,217,1989,2010
551991,Patric,Young,Power Forward,81,240,1992,2014
707829,Cleanthony,Early,Small Forward,80,219,1991,2014
550993,Alex,Kirk,Center,84,245,1991,2014
551321,Langston,Galloway,Guard,74,202,1991,2014
502881,Travis,Wear,Power Forward,82,230,1990,2014
253992,Sebastian,Telfair,Point Guard,72,170,1985,2004
698982,Mitch,McGary,Forward-Center,82,255,1992,2014
748788,Aaron,Gordon,Power Forward,81,220,1995,2014
608661,Elfrid,Payton,Point Guard,76,185,1994,2014
553557,Devyn,Marble,Guard-Forward,78,200,1992,2014
457569,Malcolm,Lee,Shooting Guard,78,200,1990,2014
659783,Furkan,Aldemir,Power Forward,81,220,1991,2014
462459,Larry,Drew II,Point Guard,74,180,1990,2014
794508,Joel,Embiid,Center,84,250,1994,2014
699826,Jerami,Grant,Forward,80,210,1994,2014
698979,Glenn,Robinson III,Small Forward,78,222,1994,2014
551323,Ronald,Roberts,Power Forward,80,225,1991,2014
609848,Jakarr,Sampson,Forward,81,214,1993,2014
457568,Drew,Gordon,Power Forward,81,245,1990,2014
58414,Earl,Barron,Forward-Center,84,250,1981,2005
295808,Jerel,McNeal,Guard,75,196,1987,2010
660085,T.J.,Warren,Small Forward,80,230,1993,2014
513606,Tim,Frazier,Point Guard,73,170,1990,2014
698985,Nik,Stauskas,Shooting Guard,78,205,1993,2014
553542,Eric,Moreland,Power Forward,82,218,1991,2014
623242,Sim,Bhullar,Center,89,360,1992,2014
502879,David,Wear,Power Forward,82,230,1990,2014
524952,David,Stockton,Point Guard,71,165,1991,2014
278973,Reggie,Williams,Guard-Forward,78,207,1986,2009
697720,Kyle,Anderson,Small Forward,81,230,1993,2014
639296,Lucas,Nogueira,Center,84,220,1992,2014
830646,Bruno,Caboclo,Small Forward,81,205,1995,2014
338887,Elijah,Millsap,Guard-Forward,78,210,1987,2014
696047,Grant,Jerrett,Power Forward,82,232,1993,2013
329713,Patrick,Christopher,Shooting Guard,77,220,1988,2014
830636,Dante,Exum,Point Guard,78,190,1995,2014
603106,Rodney,Hood,Guard-Forward,80,215,1992,2014
575469,Bryce,Cotton,Point Guard,73,165,1992,2014
511074,Jack,Cooley,Forward-Center,82,250,1991,2014
553306,Joe,Ingles,Guard-Forward,80,209,1987,2014
513262,Jerrelle,Benimon,Power Forward,80,245,1991,2014
168010,Drew,Gooden,Forward-Center,82,250,1981,2002
830651,Walter,Tavares,Center,87,265,1992,2015
504905,Lamar,Patterson,Shooting Guard,78,215,1991,2015
409834,John,Holland,Shooting Guard,77,205,1988,2015
786293,Terry,Rozier,Point Guard,73,190,1994,2015
691716,R.J.,Hunter,Shooting Guard,78,190,1993,2015
745825,Jordan,Mickey,Power Forward,80,235,1994,2015
696061,Coty,Clarke,Small Forward,79,225,1992,2015
469333,Willie,Reed,Forward-Center,83,235,1990,2013
750654,Rondae,Hollis-Jefferson,Guard-Forward,79,210,1995,2015
851153,Chris,McCullough,Power Forward,81,210,1995,2015
606731,Frank,Kaminsky,Forward-Center,84,242,1993,2015
786407,Aaron,Harrison,Point Guard,78,212,1994,2015
750703,Bobby,Portis,Forward-Center,83,250,1995,2015
839018,Cristiano,Felicio,Center,81,270,1992,2015
263245,Sasha,Kaun,Center,83,260,1985,2015
552530,Jordan,McRae,Shooting Guard,78,185,1991,2015
697982,Justin,Anderson,Small Forward,78,228,1993,2015
555263,Salah,Mejri,Center,86,235,1986,2015
830650,Nikola,Jokic,Center,82,250,1995,2015
877870,Emmanuel,Mudiay,Point Guard,77,200,1996,2015
880954,Axel,Toupane,Guard-Forward,79,210,1992,2015
395648,Justin,Harper,Power Forward,82,225,1989,2011
844331,Stanley,Johnson,Guard-Forward,79,245,1996,2015
601538,Darrun,Hilliard,Shooting Guard,78,205,1993,2015
846499,Kevon,Looney,Power Forward,81,220,1996,2015
410116,Andrew,Goudelock,Guard,74,200,1988,2011
691518,Sam,Dekker,Small Forward,81,230,1994,2015
698651,Montrezl,Harrell,Power Forward,80,240,1994,2015
843762,Myles,Turner,Forward-Center,83,240,1996,2015
609792,Rakeem,Christmas,Power Forward,81,250,1991,2015
553721,Joe,Young,Guard,74,180,1992,2015
609448,Branden,Dawson,Forward,78,225,1993,2015
844038,D'Angelo,Russell,Point Guard,77,195,1996,2015
603640,Larry,Nance Jr.,Power Forward,81,230,1993,2015
552305,Anthony,Brown,Small Forward,77,210,1992,2015
553779,Marcelo,Huertas,Point Guard,75,200,1983,2015
744245,Jarell,Martin,Power Forward,82,235,1994,2015
329673,Alex,Stepheson,Small Forward,82,250,1987,2015
697173,Xavier,Munford,Shooting Guard,74,180,1992,2015
842298,Justise,Winslow,Forward,79,225,1996,2015
604288,Josh,Richardson,Guard-Forward,78,200,1993,2015
609816,Briante,Weber,Point Guard,74,165,1992,2015
847010,Rashad,Vaughn,Shooting Guard,78,210,1996,2015
550431,Nemanja,Bjelica,Power Forward,82,234,1988,2015
837030,Karl-Anthony,Towns,Center,83,250,1995,2015
842297,Tyus,Jones,Point Guard,73,190,1996,2015
549961,Bryce,Dejean-Jones,Guard,77,210,1992,2015
254006,Sasha,Vujacic,Shooting Guard,79,193,1984,2004
803207,Thanasis,Antetokounmpo,Small Forward,79,215,1992,2015
877869,Kristaps,Porzingis,Forward-Center,87,233,1995,2015
552319,Jerian,Grant,Guard,76,198,1992,2015
552307,Josh,Huestis,Small Forward,79,230,1991,2015
792338,Cameron,Payne,Point Guard,74,180,1994,2015
553609,Keith,Appling,Point Guard,73,185,1992,2015
840595,Mario,Hezonja,Shooting Guard,80,218,1995,2015
332695,Sonny,Weems,Guard-Forward,78,205,1986,2008
842301,Jahlil,Okafor,Center,83,275,1995,2015
695069,Richaun,Holmes,Power Forward,80,245,1993,2015
551787,T.J.,McConnell,Point Guard,73,200,1992,2015
750924,Christian,Wood,Forward-Center,83,220,1995,2015
845564,Devin,Booker,Shooting Guard,78,206,1996,2015
607118,Alan,Williams,Power Forward,80,262,1993,2015
601514,Pat,Connaughton,Guard-Forward,77,210,1993,2015
879539,Luis,Montero,Small Forward,79,190,1993,2015
843227,Cliff,Alexander,Power Forward,80,245,1995,2015
699950,Willie,Cauley-Stein,Forward-Center,84,240,1993,2015
551959,Duje,Dukan,Small Forward,81,220,1991,2015
553331,Boban,Marjanovic,Center,87,290,1988,2015
553548,Jonathon,Simmons,Small Forward,78,195,1989,2015
744102,Delon,Wright,Point Guard,77,190,1992,2015
609861,Norman,Powell,Shooting Guard,76,215,1993,2015
550428,Tibor,Pleiss,Center,87,262,1989,2015
739966,Raul,Neto,Point Guard,72,172,1992,2015
845596,Trey,Lyles,Power Forward,82,241,1995,2015
562038,JJ,O'Brien,Small Forward,79,228,1992,2015
843271,Kelly,Oubre Jr.,Small Forward,79,205,1995,2015
